year,state/county,num_events,avg_log_duration,Other,changing,chevron,cigar,circle,cone,cross,cylinder,diamond,disk,egg,fireball,flash,formation,light,other,oval,rectangle,sphere,teardrop,triangle,unknown,weekday,weekend,Fall,Spring,Summer,Winter,day,night
2013,ab,21,4.696992571605366,0.0,0.0,0.0,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.0,0.09523809523809523,0.09523809523809523,0.6190476190476191,0.38095238095238093,0.2857142857142857,0.14285714285714285,0.38095238095238093,0.19047619047619047,0.38095238095238093,0.6190476190476191
2013,ak,50,4.378824279545675,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.0,0.10416666666666667,0.0625,0.0,0.2916666666666667,0.041666666666666664,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0625,0.08333333333333333,0.66,0.34,0.4,0.1,0.1,0.4,0.12,0.88
2013,al,82,4.322360564260302,0.0,0.024691358024691357,0.0,0.012345679012345678,0.1111111111111111,0.0,0.0,0.037037037037037035,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.14814814814814814,0.04938271604938271,0.037037037037037035,0.2345679012345679,0.04938271604938271,0.024691358024691357,0.0,0.09876543209876543,0.0,0.06172839506172839,0.037037037037037035,0.6951219512195121,0.3048780487804878,0.2682926829268293,0.24390243902439024,0.2926829268292683,0.1951219512195122,0.18292682926829268,0.8170731707317073
2013,ar,53,4.592786875251028,0.0,0.0,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.0,0.0,0.0,0.019230769230769232,0.038461538461538464,0.0,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.17307692307692307,0.057692307692307696,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.07692307692307693,0.038461538461538464,0.6792452830188679,0.32075471698113206,0.39622641509433965,0.1320754716981132,0.41509433962264153,0.05660377358490566,0.05660377358490566,0.9433962264150944
2013,argentina,3,3.314252113818943,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0
2013,au,34,4.279523257136529,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.08823529411764706,0.029411764705882353,0.14705882352941177,0.0,0.058823529411764705,0.3235294117647059,0.08823529411764706,0.029411764705882353,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.7647058823529411,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.29411764705882354,0.20588235294117646,0.7941176470588235
2013,australia,5,6.350821049956868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.2,0.2,0.0,0.6,0.2,0.8
2013,az,229,5.262695511756764,0.0,0.02654867256637168,0.008849557522123894,0.008849557522123894,0.13716814159292035,0.008849557522123894,0.008849557522123894,0.01327433628318584,0.0,0.022123893805309734,0.008849557522123894,0.15486725663716813,0.017699115044247787,0.06637168141592921,0.22566371681415928,0.05752212389380531,0.02654867256637168,0.017699115044247787,0.05309734513274336,0.008849557522123894,0.048672566371681415,0.07964601769911504,0.6812227074235808,0.31877729257641924,0.3406113537117904,0.2096069868995633,0.2314410480349345,0.2183406113537118,0.14410480349344978,0.8558951965065502
2013,bc,56,4.180310386643104,0.0,0.03636363636363636,0.01818181818181818,0.0,0.09090909090909091,0.0,0.0,0.0,0.03636363636363636,0.01818181818181818,0.0,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.23636363636363636,0.07272727272727272,0.05454545454545454,0.01818181818181818,0.07272727272727272,0.01818181818181818,0.10909090909090909,0.10909090909090909,0.6785714285714286,0.32142857142857145,0.19642857142857142,0.14285714285714285,0.4642857142857143,0.19642857142857142,0.16071428571428573,0.8392857142857143
2013,belgium,3,4.5229547390631115,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013,brazil,2,2.0948273710132126,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013,bulgaria,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013,ca,710,4.751246007763493,0.0,0.027065527065527065,0.009971509971509971,0.017094017094017096,0.1267806267806268,0.002849002849002849,0.002849002849002849,0.017094017094017096,0.017094017094017096,0.029914529914529916,0.004273504273504274,0.11538461538461539,0.02849002849002849,0.04131054131054131,0.22792022792022792,0.04843304843304843,0.042735042735042736,0.011396011396011397,0.09544159544159544,0.004273504273504274,0.06837606837606838,0.06125356125356125,0.6732394366197183,0.3267605633802817,0.2507042253521127,0.22253521126760564,0.2633802816901408,0.2633802816901408,0.1704225352112676,0.8295774647887324
2013,china,2,3.9510587731382234,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5
2013,co,142,4.76531027073907,0.0,0.04964539007092199,0.014184397163120567,0.014184397163120567,0.1702127659574468,0.0070921985815602835,0.0,0.014184397163120567,0.0,0.04964539007092199,0.014184397163120567,0.09929078014184398,0.0,0.028368794326241134,0.16312056737588654,0.04964539007092199,0.07092198581560284,0.02127659574468085,0.07092198581560284,0.0,0.09929078014184398,0.06382978723404255,0.676056338028169,0.323943661971831,0.30985915492957744,0.2112676056338028,0.2535211267605634,0.22535211267605634,0.23943661971830985,0.7605633802816901
2013,costa rica,2,2.599248515632913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5
2013,croatia,1,5.707110264748875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013,ct,138,4.686288724962738,0.0,0.007462686567164179,0.022388059701492536,0.022388059701492536,0.12686567164179105,0.014925373134328358,0.0,0.014925373134328358,0.022388059701492536,0.029850746268656716,0.0,0.11194029850746269,0.007462686567164179,0.03731343283582089,0.1865671641791045,0.07462686567164178,0.06716417910447761,0.022388059701492536,0.04477611940298507,0.007462686567164179,0.05970149253731343,0.11940298507462686,0.6159420289855072,0.38405797101449274,0.26811594202898553,0.16666666666666666,0.43478260869565216,0.13043478260869565,0.21014492753623187,0.7898550724637681
2013,cuba,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2013,cyprus,3,5.768067410183303,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333
2013,dc,2,1.4451858789480823,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5
2013,de,18,4.714157029653241,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.4444444444444444,0.16666666666666666,0.16666666666666666,0.8333333333333334
2013,denmark,2,1.9944920232821373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0
2013,egypt,2,2.7212088552608966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0
2013,fl,526,4.931614483093363,0.0,0.015625,0.005859375,0.009765625,0.126953125,0.001953125,0.0078125,0.01171875,0.015625,0.025390625,0.00390625,0.220703125,0.025390625,0.029296875,0.208984375,0.037109375,0.037109375,0.009765625,0.087890625,0.0078125,0.056640625,0.0546875,0.6768060836501901,0.3231939163498099,0.26996197718631176,0.15779467680608364,0.24524714828897337,0.3269961977186312,0.1596958174904943,0.8403041825095057
2013,france,3,2.3636366073599944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333
2013,ga,140,4.845802631544686,0.0,0.014492753623188406,0.007246376811594203,0.014492753623188406,0.14492753623188406,0.0,0.0,0.014492753623188406,0.0,0.036231884057971016,0.028985507246376812,0.2246376811594203,0.0,0.028985507246376812,0.16666666666666666,0.050724637681159424,0.06521739130434782,0.0,0.057971014492753624,0.0,0.06521739130434782,0.07971014492753623,0.6857142857142857,0.3142857142857143,0.39285714285714285,0.1357142857142857,0.2642857142857143,0.20714285714285716,0.11428571428571428,0.8857142857142857
2013,gb,51,4.40921100007494,0.0,0.04,0.0,0.02,0.08,0.02,0.0,0.0,0.02,0.04,0.0,0.08,0.04,0.04,0.2,0.1,0.1,0.02,0.06,0.0,0.06,0.08,0.803921568627451,0.19607843137254902,0.27450980392156865,0.13725490196078433,0.29411764705882354,0.29411764705882354,0.13725490196078433,0.8627450980392157
2013,greece,2,2.6047430764207107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5
2013,hi,52,5.302124690265836,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.02,0.02,0.0,0.02,0.3,0.06,0.0,0.28,0.02,0.04,0.02,0.1,0.0,0.02,0.0,0.6538461538461539,0.34615384615384615,0.19230769230769232,0.19230769230769232,0.3076923076923077,0.3076923076923077,0.1346153846153846,0.8653846153846154
2013,ia,81,4.681277970582273,0.0,0.0375,0.0,0.0125,0.1375,0.0,0.0,0.0125,0.0125,0.0,0.0,0.0625,0.0125,0.0625,0.3,0.0375,0.0125,0.0,0.05,0.0,0.2,0.05,0.6049382716049383,0.3950617283950617,0.345679012345679,0.16049382716049382,0.38271604938271603,0.1111111111111111,0.1111111111111111,0.8888888888888888
2013,id,96,4.518893305165802,0.0,0.021052631578947368,0.031578947368421054,0.021052631578947368,0.1368421052631579,0.0,0.021052631578947368,0.010526315789473684,0.010526315789473684,0.031578947368421054,0.0,0.09473684210526316,0.031578947368421054,0.05263157894736842,0.25263157894736843,0.05263157894736842,0.010526315789473684,0.031578947368421054,0.09473684210526316,0.010526315789473684,0.06315789473684211,0.021052631578947368,0.7083333333333334,0.2916666666666667,0.375,0.14583333333333334,0.3229166666666667,0.15625,0.16666666666666666,0.8333333333333334
2013,il,167,4.833679877568627,0.0,0.024242424242424242,0.0,0.006060606060606061,0.16363636363636364,0.012121212121212121,0.0,0.01818181818181818,0.0,0.03636363636363636,0.006060606060606061,0.1696969696969697,0.024242424242424242,0.07272727272727272,0.09090909090909091,0.08484848484848485,0.04242424242424243,0.006060606060606061,0.05454545454545454,0.012121212121212121,0.10909090909090909,0.06666666666666667,0.5688622754491018,0.4311377245508982,0.18562874251497005,0.25149700598802394,0.40119760479041916,0.16167664670658682,0.11377245508982035,0.8862275449101796
2013,in,146,4.718901417592866,0.0,0.020833333333333332,0.006944444444444444,0.013888888888888888,0.125,0.006944444444444444,0.0,0.027777777777777776,0.020833333333333332,0.0625,0.013888888888888888,0.125,0.013888888888888888,0.034722222222222224,0.2152777777777778,0.027777777777777776,0.041666666666666664,0.027777777777777776,0.08333333333333333,0.0,0.06944444444444445,0.0625,0.5958904109589042,0.4041095890410959,0.3013698630136986,0.1643835616438356,0.4178082191780822,0.11643835616438356,0.11643835616438356,0.8835616438356164
2013,india,25,3.9995414768702506,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.0,0.08695652173913043,0.0,0.0,0.17391304347826086,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.13043478260869565,0.0,0.64,0.36,0.48,0.28,0.2,0.04,0.04,0.96
2013,indonesia,7,6.105174785198339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,1.0
2013,ireland,5,4.477490707475086,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.2,0.4,0.2,0.0,1.0
2013,israel,5,4.737064571084922,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.2,0.8,0.0,0.0,1.0
2013,italy,2,6.347297188220891,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0
2013,jamaica,1,4.795790545596741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2013,japan,1,1.791759469228055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2013,ks,55,4.587210354802381,0.0,0.0,0.0,0.01818181818181818,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.0,0.0,0.05454545454545454,0.0,0.16363636363636364,0.01818181818181818,0.01818181818181818,0.2,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.10909090909090909,0.0,0.09090909090909091,0.07272727272727272,0.6,0.4,0.3090909090909091,0.16363636363636364,0.4,0.12727272727272726,0.12727272727272726,0.8727272727272727
2013,ky,94,4.514149336334491,0.0,0.010752688172043012,0.0,0.03225806451612903,0.16129032258064516,0.0,0.0,0.010752688172043012,0.0,0.010752688172043012,0.0,0.13978494623655913,0.0,0.0,0.20430107526881722,0.10752688172043011,0.03225806451612903,0.021505376344086023,0.08602150537634409,0.0,0.11827956989247312,0.06451612903225806,0.5957446808510638,0.40425531914893614,0.3191489361702128,0.1595744680851064,0.425531914893617,0.09574468085106383,0.11702127659574468,0.8829787234042553
2013,la,49,5.552839726433122,0.0,0.020833333333333332,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.1875,0.020833333333333332,0.041666666666666664,0.2708333333333333,0.08333333333333333,0.020833333333333332,0.0,0.0625,0.0,0.041666666666666664,0.041666666666666664,0.6122448979591837,0.3877551020408163,0.3469387755102041,0.1836734693877551,0.22448979591836735,0.24489795918367346,0.08163265306122448,0.9183673469387755
2013,lithuania,1,3.4339872044851463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2013,ma,194,4.9627804124432595,0.0,0.020833333333333332,0.020833333333333332,0.015625,0.16666666666666666,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.010416666666666666,0.046875,0.005208333333333333,0.125,0.020833333333333332,0.026041666666666668,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.010416666666666666,0.0625,0.020833333333333332,0.078125,0.0625,0.5824742268041238,0.4175257731958763,0.36082474226804123,0.20103092783505155,0.25773195876288657,0.18041237113402062,0.1958762886597938,0.8041237113402062
2013,malaysia,4,4.52701623504419,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.75,0.5,0.0,0.5,0.0,0.25,0.75
2013,mb,15,4.67237479630829,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.2,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.2,0.8
2013,md,113,4.383030405320474,0.0,0.017699115044247787,0.008849557522123894,0.017699115044247787,0.21238938053097345,0.0,0.0,0.008849557522123894,0.008849557522123894,0.035398230088495575,0.0,0.08849557522123894,0.035398230088495575,0.05309734513274336,0.1504424778761062,0.035398230088495575,0.07079646017699115,0.008849557522123894,0.08849557522123894,0.0,0.07079646017699115,0.08849557522123894,0.7433628318584071,0.25663716814159293,0.4336283185840708,0.17699115044247787,0.2831858407079646,0.10619469026548672,0.20353982300884957,0.7964601769911505
2013,me,81,4.742022390145165,0.0,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.10526315789473684,0.0,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.0,0.15789473684210525,0.05263157894736842,0.013157894736842105,0.2236842105263158,0.06578947368421052,0.05263157894736842,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.09210526315789473,0.039473684210526314,0.6049382716049383,0.3950617283950617,0.2962962962962963,0.14814814814814814,0.4567901234567901,0.09876543209876543,0.1111111111111111,0.8888888888888888
2013,mexico,14,5.471914451995349,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.35714285714285715,0.2857142857142857,0.7142857142857143
2013,mi,176,4.559129638324414,0.0,0.01764705882352941,0.0058823529411764705,0.011764705882352941,0.08235294117647059,0.0,0.0,0.03529411764705882,0.011764705882352941,0.047058823529411764,0.011764705882352941,0.12941176470588237,0.03529411764705882,0.029411764705882353,0.18823529411764706,0.052941176470588235,0.041176470588235294,0.01764705882352941,0.08823529411764706,0.01764705882352941,0.10588235294117647,0.07058823529411765,0.5681818181818182,0.4318181818181818,0.32954545454545453,0.18181818181818182,0.3522727272727273,0.13636363636363635,0.13636363636363635,0.8636363636363636
2013,mn,125,4.918436746961689,0.0,0.016,0.016,0.048,0.128,0.008,0.008,0.008,0.024,0.04,0.0,0.072,0.008,0.04,0.216,0.072,0.032,0.008,0.096,0.008,0.088,0.064,0.768,0.232,0.288,0.184,0.36,0.168,0.168,0.832
2013,mo,105,4.871205825775021,0.0,0.028846153846153848,0.0,0.019230769230769232,0.11538461538461539,0.0,0.009615384615384616,0.019230769230769232,0.009615384615384616,0.04807692307692308,0.0,0.15384615384615385,0.0,0.04807692307692308,0.22115384615384615,0.057692307692307696,0.038461538461538464,0.009615384615384616,0.08653846153846154,0.009615384615384616,0.10576923076923077,0.019230769230769232,0.6476190476190476,0.3523809523809524,0.2761904761904762,0.14285714285714285,0.4095238095238095,0.17142857142857143,0.13333333333333333,0.8666666666666667
2013,ms,38,4.950987508580454,0.0,0.0,0.0,0.0,0.1891891891891892,0.02702702702702703,0.0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.02702702702702703,0.0,0.21621621621621623,0.0,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.0,0.08108108108108109,0.05405405405405406,0.7368421052631579,0.2631578947368421,0.3684210526315789,0.13157894736842105,0.3157894736842105,0.18421052631578946,0.18421052631578946,0.8157894736842105
2013,mt,50,4.960333991314397,0.0,0.041666666666666664,0.0,0.020833333333333332,0.125,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.125,0.0625,0.020833333333333332,0.25,0.0625,0.0625,0.0,0.020833333333333332,0.0,0.041666666666666664,0.0625,0.62,0.38,0.2,0.08,0.48,0.24,0.04,0.96
2013,nb,22,3.9808622944527814,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.18181818181818182,0.09090909090909091,0.0,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.13636363636363635,0.045454545454545456,0.5454545454545454,0.45454545454545453,0.4090909090909091,0.18181818181818182,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.8181818181818182
2013,nc,198,4.5205703593635045,0.0,0.02030456852791878,0.005076142131979695,0.005076142131979695,0.14213197969543148,0.005076142131979695,0.005076142131979695,0.02030456852791878,0.02030456852791878,0.025380710659898477,0.005076142131979695,0.07614213197969544,0.01015228426395939,0.025380710659898477,0.25888324873096447,0.09644670050761421,0.015228426395939087,0.015228426395939087,0.09644670050761421,0.0,0.08629441624365482,0.06598984771573604,0.7121212121212122,0.2878787878787879,0.3282828282828283,0.13636363636363635,0.3282828282828283,0.20707070707070707,0.1414141414141414,0.8585858585858586
2013,nd,6,4.652619399332578,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334
2013,ne,27,6.08678243339652,0.0,0.0,0.037037037037037035,0.0,0.2222222222222222,0.0,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.07407407407407407,0.0,0.037037037037037035,0.1111111111111111,0.0,0.037037037037037035,0.14814814814814814,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.037037037037037035,0.4444444444444444,0.07407407407407407,0.07407407407407407,0.9259259259259259
2013,netherlands,1,7.496097345175956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2013,new zealand,5,5.3879543273850885,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6,0.0,0.4,0.0,1.0
2013,nf,2,6.603922709444837,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0
2013,nh,66,4.057151499071158,0.0,0.0,0.0,0.030303030303030304,0.12121212121212122,0.0,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.0,0.15151515151515152,0.0,0.06060606060606061,0.25757575757575757,0.0,0.030303030303030304,0.015151515151515152,0.09090909090909091,0.015151515151515152,0.07575757575757576,0.09090909090909091,0.696969696969697,0.30303030303030304,0.4696969696969697,0.09090909090909091,0.30303030303030304,0.13636363636363635,0.16666666666666666,0.8333333333333334
2013,nj,163,4.560733298464426,0.0,0.006211180124223602,0.018633540372670808,0.0,0.12422360248447205,0.006211180124223602,0.018633540372670808,0.024844720496894408,0.018633540372670808,0.037267080745341616,0.006211180124223602,0.13664596273291926,0.0,0.037267080745341616,0.21739130434782608,0.055900621118012424,0.062111801242236024,0.018633540372670808,0.055900621118012424,0.0,0.09316770186335403,0.062111801242236024,0.6748466257668712,0.32515337423312884,0.39263803680981596,0.1411042944785276,0.3312883435582822,0.13496932515337423,0.15950920245398773,0.8404907975460123
2013,nm,85,5.1301842270768265,0.0,0.04819277108433735,0.0,0.012048192771084338,0.0963855421686747,0.024096385542168676,0.0,0.024096385542168676,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.03614457831325301,0.024096385542168676,0.024096385542168676,0.3253012048192771,0.0963855421686747,0.024096385542168676,0.012048192771084338,0.03614457831325301,0.0,0.060240963855421686,0.10843373493975904,0.6941176470588235,0.3058823529411765,0.4470588235294118,0.2,0.16470588235294117,0.18823529411764706,0.18823529411764706,0.8117647058823529
2013,norway,2,5.480777792944329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0
2013,ns,9,4.433106404583871,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
2013,nv,49,4.9792681783008925,0.0,0.02127659574468085,0.0,0.02127659574468085,0.14893617021276595,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.14893617021276595,0.0,0.02127659574468085,0.1702127659574468,0.02127659574468085,0.0851063829787234,0.02127659574468085,0.0851063829787234,0.02127659574468085,0.1276595744680851,0.0425531914893617,0.6530612244897959,0.3469387755102041,0.1836734693877551,0.16326530612244897,0.32653061224489793,0.32653061224489793,0.3877551020408163,0.6122448979591837
